"고정형CCTV지번주소","위도","경도","자치구","단속지점명","현장구분"
"냉천동 147","37.5671323314705","126.964183411045","서대문구","서대문성당","불법주정차구역"
"홍제동107-2","37.5855936783003","126.949082025795","서대문구","인왕 현대아파트","불법주정차구역"
"대현동 62-1 ","37.5588488403918","126.94727656945","서대문구","신현유치원","불법주정차구역"
"창천동 67-13","37.5581877820088","126.933453886144","서대문구","디피엘헤어 주변","불법주정차구역"
"창천동 57-36","37.5576424521668","126.934852359744","서대문구","무궁화생고기식당 주변","불법주정차구역"
"창천동57-66","37.5570428343671","126.934530494662","서대문구","창서초교 정문앞 주변","불법주정차구역"
"남가좌동 236-1","37.5803178219093","126.919397737434","서대문구","연가초교 정문 인근","불법주정차구역"
"남가좌동 3-2","37.583810270153","126.923160253967","서대문구","지엘할인마트 주변","불법주정차구역"
"홍제3동 249-1","37.5803178219093","126.945571093254","서대문구","인왕초교 정문 인근","불법주정차구역"
"미근동 101-5","37.5624867106815","126.966905463962","서대문구","미동초교 후문 인근","불법주정차구역"
"창천동 9-26","37.5591187144658","126.939351046627","서대문구","연세로12길 33","불법주정차구역"
"창천동 5-8 ","37.5585925417179","126.939695372151","서대문구","연세로4길 62","불법주정차구역"
"창천동 13-111","37.5578537693301","126.938758300594","서대문구","연세로4길 38","불법주정차구역"
"창천동 18-4","37.5572428309629","126.937775210976","서대문구","명물길 12-6","불법주정차구역"
"창천동 89-26 ","37.5601843351389","126.933723868717","서대문구","성산로22길 12","불법주정차구역"
"창천동 52-18","37.5589078307704","126.936248224537","서대문구","연세로9길 10-7","불법주정차구역"
"창천동 52-152 ","37.5588963358189","126.935059186508","서대문구","연세로11길 29","불법주정차구역"
"창천동 52-50 ","37.557684","126.936236","서대문구","연세로7안길 1","불법주정차구역"
"홍제동 245-8 ","37.590526","126.946269","서대문구","인왕이발관 주변","불법주정차구역"
"연희동 79-11","37.5729538190845","126.935646425452","서대문구","서대문소방서 사거리","불법주정차구역"
"홍은2동273-10","37.580051","126.933908","서대문구","홍은2동주민센터 앞","불법주정차구역"
"북가좌동 106-2","37.5754098896306","126.912865423017","서대문구","중앙근린공원","불법주정차구역"
"서울 서대문구 북가좌동 481","37.5766498351751","126.911127092974","서대문구","강남할인마트 주변","불법주정차구역"
"홍제동 105-98 ","37.585302","126.949721","서대문구","인왕유치원 주변","불법주정차구역"
"홍제동 460 ","37.5865171957601","126.951421131283","서대문구","현대경복유치원 주변","불법주정차구역"
"충정로3가 360-26 ","37.5607958203384","126.963482597553","서대문구","충정로역 9번 출구","불법주정차구역"
"연희동 132-38 ","37.567991","126.929606","서대문구","연희동 동양공인중개사 주변","불법주정차구역"
"홍제동 264-8","37.5915256919396","126.944881550926","서대문구","인왕떡집 주변","불법주정차구역"
"홍제동 295-35 ","37.5915256919396","126.944881550926","서대문구","인왕약국 주변","불법주정차구역"
"홍제동 251 ","37.588694","126.9456","서대문구","서대문세무서 주변","불법주정차구역"
"북가좌동 186-36","37.5761666763263","126.907786957368","서대문구","북가좌현대아파트 102동 주변","불법주정차구역"
"충정로2가 74 ","37.5654469541384","126.964394571758","서대문구","인창고등학교 주변","불법주정차구역"
"북아현동 215-1 ","37.5588418622962","126.953109519493","서대문구","북성초등학교 주변","불법주정차구역"
"연희동 89-19 ","37.5699025226094","126.933177119925","서대문구","연희초등학교 주변","불법주정차구역"
"홍제동 317-10 ","37.585915","126.944067","서대문구","서울예술실용전문학교 주변","불법주정차구역"
"홍은동 277-66","37.5811366750449","126.932092718903","서대문구","서대문문화체육회관 주변","불법주정차구역"
"북가좌동 376-18","37.5783775077338","126.908863441946","서대문구","북가좌초 주변","불법주정차구역"
"북아현동 251-99","37.5574975793333","126.948786146668","서대문구","신촌로27길47 대신초등학교주변","불법주정차구역"
"대신동 6-13 ","37.561028619756","126.941977293323","서대문구","성산로494-6 이대부속유치원","불법주정차구역"
"연희동 80-2 ","37.5709508","126.934433","서대문구","연희로154 외국인학교 주변","불법주정차구역"
"홍제동 25-13 ","37.5827115","126.949762","서대문구","통일로363 한양제일유치원 주변","불법주정차구역"
"남가좌동 188-6","37.574226357787","126.919034374882","서대문구","모래내로15길74 가재울초등학교","불법주정차구역"
"남가좌동 119-41","37.574695","126.915962","서대문구","모래내로15길34 가재울초등학교","불법주정차구역"
"홍은동 48-16","37.5952353","126.946796","서대문구","흥은동48-16 홍은교차로 주변","불법주정차구역"
"홍은동 396-26","37.5802559910773","126.928341478504","서대문구","홍은동 396-26 미란다코스메틱스","불법주정차구역"
"북가좌동 486","37.571707","126.914896","서대문구","북가좌동486 DMC파크뷰자이 4단지","불법주정차구역"
"남가좌동124-269","37.5710365922691","126.916735726393","서대문구","남가좌동382-6 DMC파크뷰자이 1단지","불법주정차구역"
"충정로3가 476 ","37.5601329","126.962236","서대문구","충정로3가476 삼창빌딩 주변","불법주정차구역"
"북아현동 221-12 ","37.5572617475756","126.951017635582","서대문구","북아현동221-12 고기정육시장 앞 주변","불법주정차구역"
"창천동 506-17 ","37.5582324","126.928723","서대문구","창천동506-1 뚜레쥬르 앞 주변","불법주정차구역"
"미근동 165 ","37.5646131058531","126.966770694443","서대문구","통일로113 사조참치 주변","불법주정차구역"
"북아현동 136-21","37.5578762621725","126.955310084656","서대문구","신촌로35길10 e편한세상cu편의점 주변","불법주정차구역"
"홍제동 266-151","37.5924210723757","126.947387654106","서대문구","홍제동266-151 마을탕 주변","불법주정차구역"
"홍은2동산26-170","37.5826172055294","126.930626341269","서대문구","백년사길99 홍연초등학교 교재원 주변","불법주정차구역"
"홍제3동287-261","37.5975764","126.950026","서대문구","새검정로 105 홍은초등학교  후문 주변","불법주정차구역"
"북가좌동 289-4","37.5795037787514","126.917050713943","서대문구","증가로 205 정원지구어린이공원 주변","불법주정차구역"
"연희동 149","37.5765839122894","126.935317751294","서대문구","연희동219 연희감리교회 주변","불법주정차구역"
"홍은동40-3","37.5935181997828","126.944690480986","서대문구","세검정로1길61맞은편 홍제초등학교","불법주정차구역"
"홍은1동48-95","37.5943090503857","126.945933384615","서대문구","세검정로1길96 삼성부동산 주변","불법주정차구역"
"북아현동 210-24","37.5602339","126.950794","서대문구","북아현동 210-24 명수어린이공원 주변","불법주정차구역"
"남가좌동 374-11","37.5800272764793","126.921250487378","서대문구","증가로 12 나길 32 DMC 센트럴아파트 104동 주변","불법주정차구역"
"남가좌동 332-19 ","37.5731363858815","126.922914444719","서대문구","모래내로 209 현대 가재울주유소 주변","불법주정차구역"
"연희동 717-6","37.5761764777694","126.930066263637","서대문구","홍연길 63-1연희푸르지오 주변","불법주정차구역"
"가양동 187-6","37.56995022","126.8408382","강서구","양천초교 앞 주변","불법주정차구역"
"화곡8동 893-1","37.5297","126.84811","강서구","KT화곡지사 주변","불법주정차구역"
"등촌1동 630-13","37.557632","126.861275","강서구","증미역 4번출구 주변","불법주정차구역"
"화곡1동 362-84","37.53432124","126.838289","강서구","화곡1동 우리은행","불법주정차구역"
"염창동 281-22","37.54871413","126.8738642","강서구","이수어린이공원 주변","불법주정차구역"
"서울 강서구 마곡동 785-7","37.56350655930271","126.83900068518912","강서구","유림트윈파크 주변","불법주정차구역"
"서울 강서구 마곡동 776-6","37.56676067696738","126.84012275555035","강서구","좋은책신사고 주변","불법주정차구역"
"마곡동 731-107","37.56657951006646","126.81769453083652","강서구","신방화역 환승주차장 주변","불법주정차구역"
"서울 강서구 마곡동 795-4","37.560190920008495","126.83574822393291","강서구","인터시티서울호텔 주변","불법주정차구역"
"마곡동 728-213","37.55790953","126.8298407","강서구","마곡엠벨리15단지 주변","불법주정차구역"
"서울 강서구 마곡동 792-8","37.56105130195752","126.83732522009518","강서구","화천종합연구센터 주변","불법주정차구역"
"마곡동 731-226","37.56890434670257","126.81933583114953","강서구","마곡엠벨리3단지 301동 주변","불법주정차구역"
"마곡동 730-427","37.55854870178261","126.82018420633554","강서구","마곡엠벨리1013단지 사이 주변","불법주정차구역"
"마곡동 721-8","37.55796237","126.826455","강서구","엠벨리 14단지 1401동 주변","불법주정차구역"
"명일동 46-6","37.55417252","127.1563263","강동구","명일이마트앞","불법주정차구역"
"서울 강서구 마곡동 765","37.56816526153261","126.82820907526464","강서구","오스템임플란트연구소 주변","불법주정차구역"
"마곡동 727-824","37.56413226","126.8272826","강서구","공항철도 마곡역 주변","불법주정차구역"
"서울 강서구 마곡동 776-1","37.56834315295807","126.83936947126324","강서구","대방디엠시티 주변","불법주정차구역"
"마곡동 730-263","37.56164246","126.820619","강서구","남북통합문화센터 주변","불법주정차구역"
"방화3동 829-1","37.57708291","126.8117586","강서구","방화서공용주차장 주변 ","불법주정차구역"
"등촌동 658-7","37.55714531","126.8508422","강서구","부민병원 뒷편 주변","불법주정차구역"
"등촌동 691-1","37.56461136","126.8459863","강서구","등촌동성105동 입구 주변","불법주정차구역"
"마곡동 730-546","37.5568432494513","126.81997610078534","강서구","공항동 반야정사 주변","불법주정차구역"
"마곡동 361-6","37.56709304551048","126.82360467049815","강서구","마곡엠벨리712동건너편주변","불법주정차구역"
"가양동 1474","37.56493573","126.8543533","강서구","가양3단지302동쪽 주변 ","불법주정차구역"
"서울 강서구 화곡동 1066-1","37.540850564188744","126.83705229549358","강서구","화곡역부천방향버스정류장주변","불법주정차구역"
"화곡동 110-10","37.54403237","126.8437868","강서구","화곡본동시장 화곡로 주변","불법주정차구역"
"서울 강서구 마곡동 797-6","37.5601158413303","126.83360645161367","강서구","건와빌딩 주변","불법주정차구역"
"마곡동 747-2","37.55882096","126.8184374","강서구","마곡13단지 정문주변","불법주정차구역"
"서울 강서구 마곡동 760-1","37.56826623879625","126.82640625091679","강서구","공공건축연구원 주변","불법주정차구역"
"서울 강서구 가양동 1480","37.563535433077114","126.85247959967742","강서구","영보빌딩 주변","불법주정차구역"
"서울 강서구 마곡동 산 3","37.57258332835809","126.83844911140554","강서구","궁산전시관 주변","불법주정차구역"
"서울 강서구 등촌동 630-7","37.55763947121776","126.85887296835922","강서구","시니어스타워 주변","불법주정차구역"
"서울 강서구 방화동 879","37.574716423574934","126.80972364593302","강서구","한서고등학교 주변","불법주정차구역"
"방화동 886","37.56579709713354","126.80182170096671","강서구","국제선2층","불법주정차구역"
"서울 강서구 공항동 1373","37.55989690167276","126.80261119707228","강서구","국내선2층","불법주정차구역"
"서울 강서구 방화동 886","37.56450462523221","126.80075409398075","강서구","국제선1층","불법주정차구역"
"서울 강서구 공항동 1373","37.55831936751123","126.80484495590285","강서구","국내선1층","불법주정차구역"
"서울 강서구 공항동 1373","37.560537839522375","126.8020011589573","강서구","국내선 행사전용 주차장","불법주정차구역"
"서울 강서구 화곡동 55-79","37.541012091134434","126.84840103194131","강서구","화일초교 주변 ","불법주정차구역"
"서울 강서구 공항동 12-3","37.563073025182135","126.81520735207537","강서구","공항중학교 주변","불법주정차구역"
"서울 강서구 방화동 836","37.576522853519066","126.81826178885306","강서구","정곡초교 정문 주변","불법주정차구역"
"서울 강서구 등촌동 671-3","37.55947100594461","126.84133520410638","강서구","원당근린공원 주변","불법주정차구역"
"서울 강서구 방화동 849","37.572624406445875","126.80727962121925","강서구","개화산역 주변","불법주정차구역"
"서울 강서구 가양동 56-2","37.56639754891502","126.8448293980969","강서구","가양오토갤러리 주변","불법주정차구역"
"등촌동 639-23","37.55763380978432","126.85604922349536","강서구","홈플러스강서점뒷편주변","불법주정차구역"
"염창동 280-17","37.54801666753888","126.87053548655659","강서구","서울중앙혈액원 주변","불법주정차구역"
"서울 강서구 마곡동 734","37.5674397028534","126.81899130521303","강서구","신방화역 4번 출구 주변","불법주정차구역"
"서울 강서구 마곡동 797-15","37.55971847426604","126.83779498411464","강서구","힐스테이트에코 주변","불법주정차구역"
"서울 강서구 마곡동 808","37.557401653570125","126.83525778601502","강서구","이대서울병원정문 주변","불법주정차구역"
"서울 강서구 마곡동 743-5","37.56267424151224","126.82099487633181","강서구","공항초교 주변","불법주정차구역"
"서울 강서구 마곡동 749-2","37.55826984202654","126.82346702354073","강서구","공진초교 주변","불법주정차구역"
"서울 강서구 마곡동 771-4","37.56064943603772","126.8302692520252","강서구","이너매스마곡1 주변","불법주정차구역"
"서울 강서구 마곡동 812","37.56852673275821","126.83528422366994","강서구","서울식물원 주변","불법주정차구역"
"서울 강서구 마곡동 781-13","37.56531748736405","126.83730462470701","강서구","트라이콤텍 사거리 주변","불법주정차구역"
"서울 강서구 마곡동 781","37.56746460798568","126.83766782696605","강서구","크레스라이트연구소 주변","불법주정차구역"
"서울 강서구 마곡동 787-4","37.56367393778018","126.8362301053564","강서구","에스오일센터 주변","불법주정차구역"
"서울 강서구 마곡동 800-14","37.55835165207217","126.83325952407074","강서구","의약품수출입협회주변","불법주정차구역"
"마곡동 728-62","37.555212916773186","126.83254221124689","강서구","명덕외고후문주변","불법주정차구역"
"서울 강서구 마곡동 808","37.556759738975515","126.83691297215493","강서구","이대병원후문응급센타주변","불법주정차구역"
"암사동 501","37.55119324","127.1280899","강동구","암사역1번출구","불법주정차구역"
"길동 391-5","37.53795242","127.1402817","강동구","길동역(시민당약국건너편)","불법주정차구역"
"길동 391-5","37.53789139","127.1402664","강동구","길동역(시민당약국건너편)-보조","불법주정차구역"
"천호동 454-14","37.53813553","127.1259232","강동구","천호이마트앞","불법주정차구역"
"길동 413-45","37.53553009","127.1389084","강동구","길동역 내고향 앞","불법주정차구역"
"길동 411-1","37.53665924","127.1397934","강동구","길동역3번출구 앞(남경빌딩)","불법주정차구역"
"길동 320-4","37.54451752","127.1427383","강동구","굽은다리역4번출구(만경빌딩)","불법주정차구역"
"암사동 512-17","37.5501442","127.1272659","강동구","암사역3번출구 앞","불법주정차구역"
"암사동 512-17","37.55008698","127.1272888","강동구","암사역3번출구앞-보조","불법주정차구역"
"천호동 572","37.53847885","127.124794","강동구","천호역5번출구(현대백화점)","불법주정차구역"
"천호동 429-2","37.5396347","127.1239319","강동구","롯데리아 천호역점 앞","불법주정차구역"
"천호동 458-3","37.53928757","127.1223145","강동구","현대오일뱅크 앞","불법주정차구역"
"성내동 450-43","37.52367783","127.1343918","강동구","한국전력강건너편","불법주정차구역"
"성내동 450-41","37.52590179","127.1352158","강동구","삼오빌딩 앞(둔촌역)","불법주정차구역"
"성내동 450-40","37.52671814","127.1355515","강동구","강동농협 둔촌역지점 앞","불법주정차구역"
"성내동 416-7","37.52825165","127.136116","강동구","둔촌역4번출구 앞","불법주정차구역"
"길동 462","37.53634262","127.1345978","강동구","강동성심병원 건너편","불법주정차구역"
"길동 383-9","37.53900528","127.1362762","강동구","동부교통 맞은편(동명빌딩)","불법주정차구역"
"천호동 51-7","37.54116821","127.1406479","강동구","남해빌딩 옆","불법주정차구역"
"상일동 121","37.55683136","127.168663","강동구","상일역3번출구(고덕시장건너)","불법주정차구역"
"길동 158","37.54050827","127.1481781","강동구","신동아아파트상가 앞","불법주정차구역"
"길동 40-7","37.54057693","127.1505127","강동구","신명초교남측(생태공원교차로)","불법주정차구역"
"상일동 147","37.5528717","127.1566849","강동구","강동경희대병원 앞","불법주정차구역"
"강일동 302-1","37.56623459","127.1734772","강동구","강일동 청소년수련관 앞","불법주정차구역"
"강일동 302-1","37.56616974","127.1734543","강동구","강일동청소년수련 앞-보조","불법주정차구역"
"천호동 122-22","37.54082489","127.1368942","강동구","천동초교 사거리","불법주정차구역"
"길동 347-12","37.54164124","127.141655","강동구","동호빌딩 앞","불법주정차구역"
"명일동 345-20","37.54726028","127.1435776","강동구","연우빌딩 앞(청담어학원)","불법주정차구역"
"천호동 30-5","37.54858017","127.1434174","강동구","장수빌딩 앞(명성동물병원)","불법주정차구역"
"명일동 334-1","37.54970551","127.143959","강동구","명일동 우리은행 앞","불법주정차구역"
"명일동 312-58","37.55198288","127.143898","강동구","명일역2번출구 앞","불법주정차구역"
"명일동 306-5","37.553458","127.144217","강동구","국민은행 명일동지점 옆","불법주정차구역"
"길동 424","37.5340004","127.1402664","강동구","양병원 앞","불법주정차구역"
"암사동 451-12","37.55486298","127.1366119","강동구","이마트에브리데이 앞","불법주정차구역"
"암사동 451-18","37.55499649","127.1379089","강동구","강일중학교 앞","불법주정차구역"
"성내동 107-1","37.53385162","127.1219788","강동구","성내 아트전기조명","불법주정차구역"
"성내동 112-69","37.53529358","127.1224899","강동구","풍국타올 앞","불법주정차구역"
"천호동 417-5","37.5406189","127.1260834","강동구","2001아울렛 건너편","불법주정차구역"
"명일동 346-5","37.54628754","127.144455","강동구","돼지갈비 마포집 앞","불법주정차구역"
"성내동 552-6","37.53006363","127.1223068","강동구","국민은행 강동구청역지점 앞","불법주정차구역"
"성내동 552-6","37.53007507","127.1222382","강동구","국민은행 강동구청역지점앞-보조","불법주정차구역"
"명일동 46-2","37.55504608","127.1551437","강동구","고덕역4번출구 앞","불법주정차구역"
"성내동 415-1","37.52995682","127.1367416","강동구","둔촌교회 앞(정관장)","불법주정차구역"
"둔촌동 486-7","37.53189468","127.1381454","강동구","준영빌딩 앞(서울동물메디컬센터)","불법주정차구역"
"천호동 469-1","37.54243469","127.1203232","강동구","광진교남단(천호지구대건너편)","불법주정차구역"
"길동 221-7","37.53667831","127.1481705","강동구","길동 자이 아파트 앞","불법주정차구역"
"상일동 359-3","37.54715347","127.1733246","강동구","상일초교 사거리","불법주정차구역"
"상일동 431-6","37.54624176","127.1723099","강동구","상일육교앞(후레쉬마트주변)","불법주정차구역"
"둔촌동 452-2","37.5318985","127.1419296","강동구","애지어린이집 앞","불법주정차구역"
"천호동 370","37.544384","127.1324692","강동구","천일초교 사거리코너","불법주정차구역"
"천호동 370","37.54439545","127.1324005","강동구","천일초교사거리코너-보조","불법주정차구역"
"길동 456","37.53575516","127.1371307","강동구","KT강동지사입구(육장갈비앞)","불법주정차구역"
"천호동 43-74","37.5443306","127.1418152","강동구","만나하우스(건물주차장입구옆)","불법주정차구역"
"상일동 492","37.55129242","127.1744614","강동구","고덕리엔파크 3단지 서문 앞","불법주정차구역"
"둔촌동 75-6","37.5291481","127.1432114","강동구","중앙보훈병원 사거리","불법주정차구역"
"천호동 323-6","37.54560471","127.1257248","강동구","천호동공원 사거리","불법주정차구역"
"상일동 262","37.54914856","127.1729889","강동구","휴대폰 아울렛 앞","불법주정차구역"
"성내동 9-5","37.53748322","127.1264572","강동구","천호역 국민은행 앞","불법주정차구역"
"강일동 426","37.56384659","127.1738434","강동구","강일동 3.6단지교차로","불법주정차구역"
"고덕동 497","37.55802155","127.1524658","강동구","두레근린공원사거리 ","불법주정차구역"
"성내동 409-3","37.530274","127.132041","강동구","농협입구교차로","불법주정차구역"
"동선동1가 84-1","37.5913637","127.0194714","성북구","성신여자대학교 오거리","불법주정차구역"
"장위동 231-24","37.613786","127.0429598","성북구","장위1동 주민센터","불법주정차구역"
"안암동5가 146-10","37.5860784","127.0283112","성북구","안암역 정문약국","불법주정차구역"
"길음동 1284","37.6075197","127.018009","성북구","길음래미안 6단지 아파트 611동 앞","불법주정차구역"
"안암동2가 119-34","37.586627","127.0237207","성북구","안암초등학교","불법주정차구역"
"돈암동 12-8","37.6014124","127.0236475","성북구","갈비명가 이상","불법주정차구역"
"보문동1가 127","37.5855052","127.0194679","성북구","보문역 3번 출구","불법주정차구역"
"길음동 1276-3","37.603842","127.0249997","성북구","길음역 6번 출구","불법주정차구역"
"종암동 3-680","37.6013745","127.0321677","성북구","이조사철탕(종암경찰서 뒤편)","불법주정차구역"
"장위동 218-41","37.6188563","127.0455523","성북구","꿈의숲 코오롱 하늘채 아파트","불법주정차구역"
"종암동 135-3","37.6024057","127.0335394","성북구","종암카이저펠리스","불법주정차구역"
"정릉동 303-6","37.6112533","127.0084945","성북구","MG새마을금고(보국문점앞)","불법주정차구역"
"돈암동 34-2","37.5997136","127.0215362","성북구","미아리고개","불법주정차구역"
"안암동5가 40-10","37.585039","127.031428","성북구","우신향병원","불법주정차구역"
"하월곡동 21-42","37.6052849","127.0416576","성북구","진각복지재단","불법주정차구역"
"하월곡동 88-337","37.6048779","127.0288946","성북구","동소문로40길57","불법주정차구역"
"길음동 1262-277","37.6119903","127.0248118","성북구","래미안 길음 센터피스","불법주정차구역"
"길음동 21-286","37.6094614","127.0279063","성북구","래미안 길음 센터피스","불법주정차구역"
"동선동1가 114-1","37.5932927","127.0181507","성북구","태극당 골목","불법주정차구역"
"정릉동 산1-344","37.6108546","126.9936432","성북구","국민대학교 건너편","불법주정차구역"
"종암동 131-8","37.59598","127.033364","성북구","극동아파트 입구","불법주정차구역"
"정릉동 192-441","37.608277","127.0154598","성북구","하모니마트","불법주정차구역"
"서울 성북구 장위동 197-30","37.61822779347907","127.05139838887321","성북구","꿈의숲아이파크(신장위교회 앞 사거리)","불법주정차구역"
"장위동 306-4","37.6222466","127.0489719","성북구","서울장월병설유치원 ","불법주정차구역"
"돈암동 1","37.36114","127.01341","성북구","해오름어린이집","불법주정차구역"
"삼선동3가 30-4","37.5861798","127.0125195","성북구","삼선초등학교","불법주정차구역"
"보문동3가 217-1","37.5833824","127.0176299","성북구","동신초등학교","불법주정차구역"
"길음동 1280-4","37.6089012","127.0167359","성북구","길원병설유치원(105동)","불법주정차구역"
"돈암동 637","37.6024713","127.0281433","성북구","서울개운초등학교","불법주정차구역"
"성북동 68-4","37.5930248","126.9975442","성북구","성북병설유치원","불법주정차구역"
"장위동 300","37.621278","127.0471808","성북구","장월병설유치원","불법주정차구역"
"석관동 202-5","37.610105","127.0591763","성북구","석관병설유치원","불법주정차구역"
"종암동 79-236 ","37.5996973","127.0333264","성북구","종암어린이집","불법주정차구역"
"동소문동1가 1","37.5896774","127.0057315","성북구","성북어린이집","불법주정차구역"
"성북동1가 118-3","37.5909391","127.0027718","성북구","정문앞한빛어린이집","불법주정차구역"
"서울 성북구 하월곡동 222-5","37.6089104944298","127.037512887386","성북구","숭인초등학교","불법주정차구역"
"동소문동7가 87-3","37.5969627","127.0133044","성북구","정덕초등학교","불법주정차구역"
"돈암동 74-304","37.5951858","127.0230404","성북구","성신초등학교 정문","불법주정차구역"
"보문동3가 168-2","37.5845945","127.0166844","성북구","은영유치원 정문 ","불법주정차구역"
"보문동7가 111","37.5790318","127.0235617","성북구","대광초등학교 정문","불법주정차구역"
"정릉동 162-22","37.6045135","127.013207","성북구","숭덕초등학교 후문","불법주정차구역"
"정릉동 266-425","37.6120034","127.0134897","성북구","연꽃어린이집 정문","불법주정차구역"
"정릉동 266-183","37.610571","127.0096407","성북구","루이유치원 정문","불법주정차구역"
"서울 은평구 갈현동 396-9","37.619653280523494","126.91975060991497","은평구","통일로855-20(주변)","불법주정차구역"
"서울 은평구 갈현동 403-1","37.62090977451005","126.91918856051839","은평구","청구병원 후문(주변)","불법주정차구역"
"서울 은평구 갈현동 393-13","37.6222304482775","126.919066720164","은평구","통일로85길6(주변)","불법주정차구역"
"서울 은평구 증산동 209-17","37.58238447985777","126.90544357553288","은평구","증산초교 정문 앞","불법주정차구역"
"서울 은평구 불광동 423","37.621619174472","126.926720824748","은평구","서서울농협건너(주변)","불법주정차구역"
"서울 은평구 불광동 104-43","37.6234885632854","126.927483378956","은평구","불광주유소(주변)","불법주정차구역"
"서울 은평구 갈현동 462-54","37.61454098453574","126.91765791024176","은평구","은평연세병원(주변)","불법주정차구역"
"서울 은평구 응암동 738","37.599173880496075","126.91662172096393","은평구","응암역(주변)","불법주정차구역"
"서울 은평구 구산동 222","37.6091427695938","126.91582630534529","은평구","세화아파트(예일여고주변)","불법주정차구역"
"서울 은평구 구산동 8-3","37.60995910602455","126.91400762852522","은평구","예일여중(주변)","불법주정차구역"
"서울 은평구 역촌동 36-4","37.60239675785601","126.91603491547941","은평구","연서로4길2(주변)","불법주정차구역"
"서울 은평구 역촌동 63-1","37.604092470170414","126.91547243701788","은평구","역촌동주민센터(주변)","불법주정차구역"
"서울 은평구 역촌동 85-1","37.60072756573018","126.91588391487632","은평구","연서로17(주변)","불법주정차구역"
"서울 은평구 갈현동 419-3","37.62563019520819","126.91809879778569","은평구","갈현로326-1(주변)","불법주정차구역"
"서울 은평구 갈현동 436-15","37.623507547305785","126.91692021985776","은평구","갈현1동사무소(주변)","불법주정차구역"
"서울 은평구 갈현동 433-2","37.620707349744826","126.91638246133695","은평구","갈현로267(주변)","불법주정차구역"
"서울 은평구 갈현동 497-1","37.61488884993146","126.91275888665504","은평구","세광교회부근(주변)","불법주정차구역"
"서울 은평구 구산동 15-38","37.61041418152844","126.911070928133","은평구","은평중학교 입구(주변)","불법주정차구역"
"서울 은평구 역촌동 49-15","37.60742948451116","126.9108451463622","은평구","갈현로108(주변)","불법주정차구역"
"서울 은평구 역촌동 78-10","37.60280023761907","126.91030143281045","은평구","갈현로 55(주변)","불법주정차구역"
"서울 은평구 갈현동 468-3","37.612500972408775","126.91549973019047","은평구","유진약국(주변)","불법주정차구역"
"서울 은평구 신사동 17-1","37.598982154268924","126.91012200287666","은평구","신사동고개(주변)","불법주정차구역"
"서울 은평구 응암동 598-26","37.588012842320126","126.91661435839407","은평구","롯데리아건너(주변)","불법주정차구역"
"서울 은평구 응암동 576-32","37.591516199605586","126.91768328439916","은평구","응암로220(주변)","불법주정차구역"
"서울 은평구 신사동 372","37.596823036788585","126.90850249483824","은평구","신사지하도(주변)","불법주정차구역"
"서울 은평구 녹번동 162-31","37.603416478465064","126.92163944437311","은평구","구 서부경찰서 뒤(주변)","불법주정차구역"
"서울 은평구 대조동 43-8","37.607431675356175","126.92360298666891","은평구","진흥로121(주변)","불법주정차구역"
"서울 은평구 대조동 89-195","37.610899318876555","126.92182413139558","은평구","역말길 동명고 후문","불법주정차구역"
"서울 은평구 대조동 224-24","37.61135135282803","126.9174688884804","은평구","구산역 1번출구(주변)","불법주정차구역"
"서울 은평구 구산동 199-1","37.61285112483881","126.913794767057","은평구","구산아파트(주변)","불법주정차구역"
"서울 은평구 응암동 109-22","37.59870607650592","126.92092814911063","은평구","드림캐시아복합상가앞(주변)","불법주정차구역"
"서울 은평구 진관동 169","37.6398304764256","126.939845316172","은평구","한옥마을성균관어린이집(주변)","불법주정차구역"
"서울 은평구 진관동 14","37.644334859633844","126.92519967656213","은평구","롯데캐슬801동(주변)","불법주정차구역"
"서울 은평구 신사동 196-4","37.592341342536876","126.9065689325105","은평구","서신초교 부근","불법주정차구역"
"서울 은평구 진관동 13","37.6460636102252","126.92625411184","은평구","아이파크702동(주변)","불법주정차구역"
"서울 은평구 진관동 198-13","37.641746374827505","126.9402887166633","은평구","한옥마을공동체(주변)","불법주정차구역"
"서울 은평구 응암동 631-1","37.58890217748875","126.92265103422889","은평구","백련산힐스테이트3차정문","불법주정차구역"
"서울 은평구 진관동 5","37.64773443001936","126.929859106383","은평구","푸르지오622동(주변)","불법주정차구역"
"서울 은평구 진관동 14","37.64521164415318","126.92611660338073","은평구","아이파크708동(주변)","불법주정차구역"
"서울 은평구 진관동 19","37.64381416673873","126.92461100090943","은평구","진관고등학교(주변)","불법주정차구역"
"서울 은평구 진관동 20","37.64292933263613","126.92173959008484","은평구","롯데캐슬822동(주변)","불법주정차구역"
"서울 은평구 대조동 199-3","37.61659400964248","126.91913943015885","은평구","대조동199-3 (주변)","불법주정차구역"
"서울 은평구 대조동 224-3","37.61219388352376","126.91762085741634","은평구","연서로150(주변)","불법주정차구역"
"서울 은평구 역촌동 9-37","37.6066845621114","126.915646628293","은평구","연서로 84(주변)","불법주정차구역"
"서울 은평구 대조동 172-55","37.60988211914503","126.91983472606198","은평구","서오릉로112(주변)","불법주정차구역"
"서울 은평구 진관동 70-1","37.6380395439463","126.918855607753","은평구","구파발역 1번출구(주변)","불법주정차구역"
"서울 은평구 진관동 105","37.634138698565614","126.92283925117461","은평구","뉴타운324동 앞(주변)","불법주정차구역"
"서울 은평구 진관동 83","37.63423349338128","126.9266712792335","은평구","은평뉴타운 205동 앞(주변)","불법주정차구역"
