번호,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
17621,프라임치과의원,치과의원,02-2602-8228,07714,"서울특별시 강서구 강서로 177 401호 (화곡동, 영빌딩)",
17622,프라임치과의원,치과의원,2238-5724,04611,"서울특별시 중구 다산로 223 4층 (신당동, 신당빌딩)",
17623,프라임치과의원,치과의원,02-495-2876,02088,서울특별시 중랑구 동일로 786 (중화동),
17624,프라임치과의원,치과의원,02-928-9928,02803,"서울특별시 성북구 종암로27길 13 402호 (종암동, 도원프라자)",
17625,프라임치과의원,치과의원,051-207-3121,49419,"부산광역시 사하구 하신중앙로 176 3층 (신평동, 유니버셜상가)",
17626,프라임치과의원,치과의원,051-525-7509,47796,부산광역시 동래구 충렬대로 405 (안락동),
17627,프라임치과의원,치과의원,051-364-3333,46542,부산광역시 북구 학사로 1 2층 (화명동),
17628,프라임치과의원,치과의원,031-965-2377,10464,경기도 고양시 덕양구 호국로790번길 10 리스쇼핑 2층 (성사동),
17629,프라임치과의원,치과의원,031-792-0428,12957,"경기도 하남시 신평로 62 4층 (신장동, 태산빌딩)",
17630,프라임치과의원,치과의원,031-265-2275,16826,"경기도 용인시 수지구 동천로 39 304호 (동천동, 동천코아프라자)",
17631,프라임치과의원,치과의원,031-658-2575,17854,경기도 평택시 비전5로 20-26 302호 (비전동),
17632,프라임치과의원,치과의원,032-463-1176,21594,"인천광역시 남동구 담방로 45 201호 (만수동, 희망프라자)",
17633,프라임치과의원,치과의원,031-384-6601,14114,경기도 안양시 동안구 경수대로 607 4층 (호계동),
17634,프라임치과의원,치과의원,031-898-7528,18385,"경기도 화성시 동탄지성로 320 304호 (반월동, 신풍프라자)",
17635,프라임치과의원,치과의원,031-427-7528,15853,"경기도 군포시 고산로151번길 4 302호 (당정동, 프라임타운)",
17636,프라임치과의원,치과의원,031-622-1222,13497,"경기도 성남시 분당구 야탑로81번길 10 311호 312호 (야탑동, 아미고타워)",http://www.dentopia.com
17637,프라임치과의원,치과의원,031-296-2080,16636,경기도 수원시 권선구 오목천로57번길 10-21 3층 (오목천동),
17638,프라임치과의원,치과의원,032-288-2828,22779,인천광역시 서구 새오개로111번안길 31 3층 (신현동),
17639,프라임치과의원,치과의원,043-287-2275,28763,"충청북도 청주시 상당구 중고개로 181 303호 (용암동, 대상코스모빌딩)",
17640,프라임치과의원,치과의원,041-592-2875,31155,충청남도 천안시 서북구 쌍용대로 79 4층 (쌍용동),http://blog.naver.com/primeplant
17641,프라임치과의원,치과의원,041-662-2840,31992,충청남도 서산시 안견로 213 삼일빌딩 2층 (동문동),
17642,프라임치과의원,치과의원,041-980-1506,32971,충청남도 논산시 계백로 1005 (취암동),
17643,프라임치과의원,치과의원,063-277-2275,54956,전라북도 전주시 완산구 세내로 554 2층 (효자동3가),
17644,프라임치과의원,치과의원,062-267-7528,61129,"광주광역시 북구 서하로 369 3층 (문흥동, 셋터코아)",
17645,프라임치과의원,치과의원,727-2070,58002,전라남도 순천시 팔마4길 51 (연향동),
17646,프라임치과의원,치과의원,061-653-8545,59707,전라남도 여수시 여서로 173 6층 (여서동),
17647,프라임치과의원,치과의원,053-628-2875,42782,"대구광역시 달서구 상원로 128 (상인동, 센트럴빌딩 4층)",
17648,프라임치과의원,치과의원,052-297-2875,44715,"울산광역시 남구 화합로 162 2층 202호 (삼산동, 나인파크)",
17649,프라임치과의원,치과의원,055-362-1277,50529,경상남도 양산시 서창로 159 남광빌딩 4층 (삼호동),
17650,프라임한빛치과의원,치과의원,042-639-2080,34553,대전광역시 동구 동서대로 1629-6 3층 (홍도동),
17651,프라자치과의원,치과의원,031-212-2879,16506,"경기도 수원시 영통구 센트럴타운로 106 305,306호 (이의동, 센트럴프라자)",
17652,프라하치과의원,치과의원,051-861-2879,47576,부산광역시 연제구 고분로 2 4층 (연산동),
17653,프란트치과의원,치과의원,708-2875,44679,울산광역시 남구 중앙로290번길 30 2층 (신정동),
17654,프랜드구철인부부치과의원,치과의원,051-292-2875,49388,"부산광역시 사하구 사하로 141 혜인빌딩 3,4층 (괴정동)",
17655,프랜드금치과의원,치과의원,,46275,부산광역시 금정구 수림로 34 파디글스 2층 (부곡동),http://www.friendnet.co.kr/contents/main/index.asp
17656,프랜드성창수치과의원,치과의원,051-247-7123,49235,부산광역시 서구 구덕로 281 3층 (서대신동1가),www.friendnet.co.kr
17657,프랜드이사랑치과의원,치과의원,051-405-1010,49108,부산광역시 영도구 동삼로 23 3층 (동삼동),
17658,프랜드정치과의원,치과의원,051-702-7744,48111,부산광역시 해운대구 세실로 43 305호 (좌동),http://www.friendnet.co.kr/contents/main/index.asp
17659,프랜드치과의원,치과의원,051-502-2875,47816,"부산광역시 동래구 충렬대로 200 지1층 (수안동, 불이빌딩)",
17660,프랜드치과의원,치과의원,051-331-2875,46602,"부산광역시 북구 덕천로 174 208호 (만덕동, 벽산라인타운)",http://www.friendnet.co.kr
17661,프랜드치과의원,치과의원,051-783-2875,48028,"부산광역시 해운대구 재반로 227 3층 (반여동, 수협)",
17662,프랜드치과의원,치과의원,051-756-2804,48270,부산광역시 수영구 수영로 632 (광안동),http://www.friendnet.co.kr/contents/main/index.asp
17663,프랜드치과의원,치과의원,051-466-6868,48798,부산광역시 동구 고관로13번길 7 (초량동),http://www.friendnet.co.kr/contents/main/index.asp
17664,프랜드치과의원,치과의원,051-413-2875,49035,"부산광역시 영도구 대교로 1 3층 (봉래동3가, 미라클타워)",http://www.friendnet.co.kr/contents/main/index.asp
17665,프러스치과의원,치과의원,051-894-2875,47324,부산광역시 부산진구 가야대로 486 (개금동),
17666,프레스치과의원,치과의원,733-2714,04520,"서울특별시 중구 세종대로 124 지하1층 (태평로1가, 프레스센터 아케이드)",
17667,프렌드치과의원,치과의원,041-551-2877,31187,충청남도 천안시 동남구 충절로 183 천안공주낙농농협 원성2동지점 3층 (원성동),
17668,프렌즈치과의원,치과의원,033-745-2858,26315,강원도 원주시 북원로 2701 (가현동),
17669,프로방스치과의원,치과의원,031-833-2833,11031,"경기도 연천군 전곡읍 전곡로 25-23 2동 2층 201,202호",
17670,프롬치과의원,치과의원,061-725-2775,57971,전라남도 순천시 왕궁길 47 2층 (조례동),
17671,프리미어중앙치과의원,치과의원,3455-1875,04516,서울특별시 중구 서소문로 99 서영빌딩 2층 204호 (서소문동),http://www.hansdental.com
17672,프리미어치과의원,치과의원,042-719-2080,35393,대전광역시 서구 계백로 1272 4층 (정림동),
17673,프리미엄치과의원,치과의원,062-574-2279,62247,광주광역시 광산구 임방울대로 352 (수완동),
17674,프리미엄치과의원,치과의원,031-8016-2888,13492,"경기도 성남시 분당구 판교로 374 303호 (삼평동, 스타식스코아2)",
17675,프린스앤프린세스치과의원,치과의원,258-2875,21577,인천광역시 남동구 남동대로 686 4층 (구월동),http://blog.naver.com/pnpdental
17676,플라덴치과의원,치과의원,02-900-5555,06526,"서울특별시 서초구 강남대로 605 7층 (잠원동, 세양21세기 휴먼TOWER)",http://www.pladen.com
17677,플라워치과의원,치과의원,051-747-2275,48092,"부산광역시 해운대구 해운대해변로 154 2층 (우동, 마리나센터)",
17678,플란시아치과의원,치과의원,02-3487-2878,06953,서울특별시 동작구 상도로 81 301호 (대방동),
17679,플란치과의원,치과의원,041-355-2892,31710,충청남도 당진시 송산면 유곡3길 6 (),
17680,플란치과의원,치과의원,070-4159-7384,06035,"서울특별시 강남구 강남대로152길 22 3,5,6층 (신사동)",
17681,플란트리치과의원,치과의원,02-6238-2875,02599,서울특별시 동대문구 답십리로 154 2층 (답십리동),
17682,플란트본치과의원,치과의원,031-780-0880,13591,"경기도 성남시 분당구 황새울로342번길 15 401호 (서현동, 은성빌딩)",
17683,플란트서울치과의원,치과의원,602-7575,13615,경기도 성남시 분당구 돌마로 43 메디파크빌딩 7층 701호일부호 (금곡동),
17684,플란트앤와이필치과의원,치과의원,032-511-2727,21379,인천광역시 부평구 부평대로 83 강남타워 12층 (부평동),
17685,플란트유치과의원,치과의원,063-923-9877,56436,전라북도 고창군 고창읍 보릿골로 115 3층 301호,
17686,플란트인치과의원,치과의원,02-6953-2875,08700,서울특별시 관악구 시흥대로 578 5층 (신림동),
17687,플란트임치과의원,치과의원,043-643-9440,27147,충청북도 제천시 청전대로 177 (청전동),
17688,플란트치과의원,치과의원,051-503-2000,47715,부산광역시 동래구 동래로 25 5층 (온천동),
17689,플래티넘치과의원,치과의원,02-2642-2272,07968,서울특별시 양천구 공항대로 616 (목동),
17690,플랜에이치과의원,치과의원,031-769-2880,12759,경기도 광주시 중앙로 107 3층 (경안동),
17691,플랜트치과의원,치과의원,055-298-0007,51356,"경상남도 창원시 마산회원구 3·15대로 780 (합성동, 행복한메디컬)",
17692,플랜트치과의원,치과의원,031-637-0028,17364,경기도 이천시 영창로 201-3 3층 (창전동),http://blog.naver.com/dxray
17693,플랜트치과의원,치과의원,031-404-0114,14910,"경기도 시흥시 수인로 3370 2층 (신천동, 주신빌딩)",
17694,플랜트치과의원,치과의원,032-579-2828,22835,인천광역시 서구 가정로 123 2층 (가좌동),
17695,플랜트치과의원,치과의원,042-825-2275,34184,대전광역시 유성구 한밭대로492번길 16-18 1호 (봉명동),
17696,플랜트치과의원,치과의원,053-942-0007,41105,대구광역시 동구 안심로22길 46 302호 (율하동),
17697,플러스나무치과의원,치과의원,062-959-2827,62331,광주광역시 광산구 용아로400번길 30 TERRACE56  PICNICMALL 208호 (하남동),
17698,플러스덴치과의원,치과의원,02-2215-2275,02531,서울특별시 동대문구 사가정로 122 304~306호 (전농동),
17699,플러스사랑이가득한치과의원,치과의원,031-206-2875,16703,"경기도 수원시 영통구 봉영로 1569 (영통동, 뉴월드프라자 202호)",
17700,플러스서울치과의원,치과의원,032-275-1000,14545,"경기도 부천시 상동로 90 403호 (상동, 메가플러스)",
17701,플러스서울치과의원,치과의원,671-2875,17519,경기도 안성시 죽산면 죽주로 265 (),
17702,플러스연치과의원,치과의원,032-889-9229,22190,"인천광역시 미추홀구 매소홀로 63 (용현동, 대신프라자302호)",
17703,플러스원치과의원,치과의원,031-746-2877,13177,경기도 성남시 중원구 광명로323번길 4 3층 (금광동),
17704,플러스원치과의원,치과의원,2236-7528,04597,"서울특별시 중구 다산로 112 4층 (신당동, 담스빌딩)",
17705,플러스원치과의원,치과의원,,06132,서울특별시 강남구 논현로 503 송촌빌딩 10층 (역삼동),
17706,플러스원치과의원,치과의원,031-215-2855,16503,경기도 수원시 영통구 중부대로 259 (원천동),
17707,플러스진치과의원,치과의원,053-551-7696,42641,대구광역시 달서구 달구벌대로 1643 3층 (감삼동),
17708,플러스치과의원,치과의원,055-380-2260,44953,울산광역시 울주군 삼남면 반구대로 163 (삼성SDI주식회사사업장내),
17709,플러스치과의원,치과의원,02-583-2800,06732,"서울특별시 서초구 서운로 19 801호 (서초동, 서초월드오피스텔)",
17710,플러스치과의원,치과의원,02-931-2804,01714,"서울특별시 노원구 한글비석로 261 3층 (중계동, 국민은행)",http://www.seoulmore.com/
17711,플러스치과의원,치과의원,02-2651-7528,07992,서울특별시 양천구 목동서로 170 3층 (목동),
17712,플러스치과의원,치과의원,051-335-7528,46612,부산광역시 북구 덕천로 300 (만덕동),
17713,플러스치과의원,치과의원,051-257-2804,49253,부산광역시 서구 구덕로 109 7층 (충무동1가),
17714,플러스치과의원,치과의원,032-870-8065,21500,"인천광역시 남동구 경원대로 971 2층 (간석동, 간석홈플러스)",
17715,플러스치과의원,치과의원,031-498-7528,15081,"경기도 시흥시 희망공원로 269 1층 (정왕동, 시화홈플러스)",
17716,플러스치과의원,치과의원,031-850-8077,11757,"경기도 의정부시 청사로 38 3층 (금오동, 삼성홈플러스)",
17717,플러스치과의원,치과의원,031-527-2807,12008,경기도 남양주시 진접읍 금강로 1447 (진접읍),
17718,플러스치과의원,치과의원,032-584-2875,22782,"인천광역시 서구 가정로 363 2층 (신현동, 그린빌딩)",
17719,플러스치과의원,치과의원,032-682-2828,14521,"경기도 부천시 부천로 323 107호 (도당동, 와이제니스파크)",
17720,플러스치과의원,치과의원,031-998-2881,10117,"경기도 김포시 풍무로 167 3층 (풍무동, 홈플러스 김포풍무점)",
17721,플러스치과의원,치과의원,221-2829,18321,경기도 화성시 봉담읍 와우로73번길 6 3층 (태천프라자),
17722,플러스치과의원,치과의원,031-221-2846,16490,경기도 수원시 팔달구 효원로 257 (인계동),
17723,플러스치과의원,치과의원,044-867-2870,30036,세종특별자치시 조치원읍 허만석로 60-1 (플러스타운 A동 201호),
17724,플러스치과의원,치과의원,063-228-1675,54959,전라북도 전주시 완산구 홍산로 371 3층 (효자동3가),
17725,플러스치과의원,치과의원,061-727-2875,57946,전라남도 순천시 신월큰길 13 (조례동),
17726,플러스치과의원,치과의원,053-634-9595,42787,대구광역시 달서구 월배로 180 3층 (상인동),
17727,플러스치과의원,치과의원,052-291-1454,44224,울산광역시 북구 호계로 332-1 (신천동),
17728,플러스치과의원,치과의원,052-292-2876,44478,"울산광역시 중구 번영로 475 4층 (복산동, 홈플러스)",
17729,플레루김치과의원,치과의원,031-399-2879,15865,"경기도 군포시 산본로323번길 16-5 4층 (산본동, 농협은행 군포시지부)",
17730,플로렌치과의원,치과의원,02-515-7779,06018,"서울특별시 강남구 선릉로157길 6 3층 (신사동, 남아빌딩)",
17731,플로리다가우정치과의원,치과의원,055-326-2828,50948,"경상남도 김해시 내외로 80 303호, 304호 (외동, 옥정프라자)",
17732,피노키오치과의원,치과의원,042-487-6275,35229,대전광역시 서구 대덕대로 243 5층 (둔산동),
17733,피노키오치과의원,치과의원,031-915-2875,10387,"경기도 고양시 일산서구 중앙로 1456 501호 (주엽동, 서현프라자)",
17734,피디치과의원,치과의원,063-286-2804,54962,전라북도 전주시 완산구 마전로 5 (효자동3가),
17735,피오나치과의원,치과의원,031-696-7528,13494,"경기도 성남시 분당구 판교역로 231 221,222호 (삼평동, H스퀘어 S동 )",http://www.fionadental.co.kr/
17736,피카소치과의원,치과의원,062-374-2800,61964,"광주광역시 서구 운천로 213 3층 (치평동, 스카이랜드타워)",
17737,피터팬치과의원,치과의원,02-898-2875,14305,"경기도 광명시 범안로 1050 2층 4호 (하안동, 성보빌딩)",http://www.pterpen.co.kr
17738,피터팬치과의원,치과의원,02-971-2275,01848,"서울특별시 노원구 동일로 1018 4층 (공릉동, 태주빌딩)",http://www.peter-dent.com/
17739,피터팬치과의원,치과의원,031-273-2782,16703,"경기도 수원시 영통구 봉영로 1569 306호 (영통동, NEW WORLD PLAZA)",
17740,필립치과의원,치과의원,053-644-1200,42760,"대구광역시 달서구 월배로 77 2,3층 (진천동)",
17741,필립치과의원,치과의원,02-3443-8277,06022,"서울특별시 강남구 압구정로32길 11 (신사동, 캐럴라인타워 2층5호)",
17742,필립치과의원,치과의원,,37881,경상북도 포항시 남구 오천읍 원동로 109 2층 202호,
17743,필립포스치과의원,치과의원,02-3285-8277,08758,서울특별시 관악구 봉천로 462 4층 (봉천동),
17744,필부부치과의원,치과의원,051-639-2828,47603,"부산광역시 연제구 월드컵대로 21 (연산동, 6층 일부)",
17745,필치과병원,치과병원,02-593-0725,06557,"서울특별시 서초구 방배로 245 3층 (방배동, 현대클리닉빌딩)",
17746,필치과의원,치과의원,053-568-2080,42620,대구광역시 달서구 이곡공원로 32 2층 (이곡동),
17747,필치과의원,치과의원,02-441-2175,05268,"서울특별시 강동구 고덕로62길 48 203호 (명일동, 신동아아파트 상가)",
17748,필치과의원,치과의원,02-971-2875,01775,"서울특별시 노원구 동일로207길 186 3층 (하계동, 학여울청구아파트상가)",
17749,필치과의원,치과의원,02-2617-2228,08328,서울특별시 구로구 남부순환로97길 3 (개봉동),http://www.phildental.kr/
17750,필치과의원,치과의원,02-3285-2882,08715,서울특별시 관악구 은천로 95 (봉천동),
17751,필치과의원,치과의원,032-831-6607,21949,인천광역시 연수구 독배로 56 3층 (옥련동),
17752,필치과의원,치과의원,031-253-7528,16435,경기도 수원시 팔달구 덕영대로697번길 17 (화서동),
17753,필치과의원,치과의원,031-385-2316,14072,"경기도 안양시 동안구 평촌대로223번길 64 302호 (호계동, 제일빌딩)",
17754,필치과의원,치과의원,031-761-2875,12755,"경기도 광주시 중앙로145번길 22 (경안동, 외 5필지)",
17755,필치과의원,치과의원,031-963-2818,10497,경기도 고양시 덕양구 화중로104번길 28 화정씨네마플러스 206호 (화정동),
17756,필치과의원,치과의원,042-841-7569,32804,충청남도 계룡시 엄사면 엄사중앙로 96 (엄사면),
17757,필치과의원,치과의원,042-638-2828,34364,"대전광역시 대덕구 대화로 26 306,307호 (대화동, 세원상가)",
17758,필치과의원,치과의원,061-276-7528,58610,전라남도 목포시 용해지구로 12 2층 (용해동),
17759,하귀치과의원,치과의원,064-713-7900,63051,제주특별자치도 제주시 애월읍 하귀로 38-1 (애월읍),
17760,하나내아이치과의원,치과의원,062-962-6975,62247,광주광역시 광산구 장신로 141 2층 213호 (수완동),
17761,하나로부부치과의원,치과의원,,55126,전라북도 전주시 완산구 모악로 4680 2층 (평화동2가),
17762,하나로치과의원,치과의원,064-742-2804,00000,제주특별자치도 제주시 애월읍 일주서로 7136 (),
17763,하나로치과의원,치과의원,02-563-5435,06172,"서울특별시 강남구 봉은사로114길 32 (삼성동, 우남빌딩 3층)",http://www.hanarodent.com
17764,하나로치과의원,치과의원,02-902-2875,01413,"서울특별시 도봉구 마들로11길 20 2층 (창동, 농협하나로마트)",http://www.hanarodental.com
17765,하나로치과의원,치과의원,031-775-0071,12585,경기도 양평군 양서면 양수로 163-1 2층,
17766,하나로치과의원,치과의원,031-269-2875,16334,경기도 수원시 장안구 정자천로 163 (정자동),
17767,하나로치과의원,치과의원,033-763-2872,26471,"강원도 원주시 치악로 1527 2층 (관설동, 판부하나로마트)",
17768,하나로치과의원,치과의원,042-637-7528,34411,대전광역시 대덕구 계족산로 1 3층 (중리동),
17769,하나로치과의원,치과의원,063-535-7528,56188,전라북도 정읍시 충정로 99 2층 (상동),
17770,하나로치과의원,치과의원,061-334-7528,58249,전라남도 나주시 대호길 19 2층 (성북동),
17771,하나로치과의원,치과의원,052-296-2875,44220,울산광역시 북구 매곡로 7 (신천동),
17772,하나로플란트치과의원,치과의원,061-894-7528,57153,전라남도 함평군 함평읍 내바람길 42 함평농협 2층,
17773,하나부부치과의원,치과의원,055-244-5519,51746,경상남도 창원시 마산합포구 월영동로 11 (해운동),
17774,하나부부치과의원,치과의원,051-312-8275,47012,부산광역시 사상구 가야대로 272 8층 (주례동),
17775,하나부부치과의원,치과의원,053-643-0275,42955,대구광역시 달성군 화원읍 비슬로 2597 3층 (유풍빌딩),
17776,하나아동치과의원,치과의원,062-971-7928,62276,광주광역시 광산구 임방울대로 784 1층 (월계동),
17777,하나어린이치과의원,치과의원,062-447-4475,61085,광주광역시 북구 첨단연신로108번길 22 (신용동),
17778,하나어린이치과의원,치과의원,051-867-3357,47549,"부산광역시 연제구 반송로 8 (연산동, 4층 일부)",http://www.hana-child.com/
17779,하나어린이치과의원,치과의원,032-710-0003,22003,"인천광역시 연수구 센트럴로 194 A동 228호 (송도동, 더샵 센트럴파크2)",
17780,하나연치과의원,치과의원,061-725-1028,57986,전라남도 순천시 대석길 23 (연향동),
17781,하나연합치과의원,치과의원,053-568-2875,42686,대구광역시 달서구 한들로 23 (장기동),
17782,하나온치과의원,치과의원,051-817-7181,47132,부산광역시 부산진구 새싹로 184 연지메디컬센터 3층 301호 (연지동),
17783,하나의료조합영흥치과의원,치과의원,032-836-9411,23118,인천광역시 옹진군 영흥면 영흥로176번길 8 영흥늘푸른센터,
17784,하나인치과병원,치과병원,051-525-4446,47772,부산광역시 동래구 명안로85번길 42 (명장동),
17785,하나치과교정과치과의원,치과의원,031-8027-2828,12788,경기도 광주시 태전중앙로 14 서원프라자1 2층 202호 (태전동),
17786,하나치과의원,치과의원,725-3001,63205,제주특별자치도 제주시 신성로 76 3층 (도남동),
17787,하나치과의원,치과의원,02-452-5663,05055,"서울특별시 광진구 자양로15길 18 3층 (자양동, 혜성빌딩)",
17788,하나치과의원,치과의원,02-711-6133,07044,서울특별시 동작구 성대로 72 지하1층 (상도동),
17789,하나치과의원,치과의원,02-478-8877,05404,서울특별시 강동구 풍성로 214 2층 (성내동),
17790,하나치과의원,치과의원,02-2659-0028,07563,서울특별시 강서구 공항대로 525 (등촌동),
17791,하나치과의원,치과의원,422-0178,05632,"서울특별시 송파구 백제고분로48길 9 301호 (방이동, 산수빌딩)",
17792,하나치과의원,치과의원,6449-9975,03349,서울특별시 은평구 연서로 284 2층 (불광동),http://www.hanadental.co.kr
17793,하나치과의원,치과의원,02-2614-2800,08353,서울특별시 구로구 개봉로3길 35 성은빌딩 3층 (개봉동),
17794,하나치과의원,치과의원,02-861-7799,08861,"서울특별시 관악구 난곡로 50 3층 301호 (신림동, 자연빌딩)",
17795,하나치과의원,치과의원,051-266-0275,49511,부산광역시 사하구 다대로 311 2층 (장림동),
17796,하나치과의원,치과의원,031-885-2080,12627,경기도 여주시 세종로 70 (홍문동),
17797,하나치과의원,치과의원,031-903-2875,10423,"경기도 고양시 일산동구 노루목로 100 (장항동, 호수마을2단지아파트상가동 1202호)",
17798,하나치과의원,치과의원,031-494-0043,15373,"경기도 안산시 단원구 원초로 23 상가동 101,102호 (원곡동, 대우푸르지오8차아파트)",
17799,하나치과의원,치과의원,031-443-2878,13997,경기도 안양시 만안구 안양로 259 4층 (안양동),
17800,하나치과의원,치과의원,256-5823,16281,"경기도 수원시 장안구 금당로39번길 34 제가상가동 2층 207호 (조원동, 주공뉴타운)",
17801,하나치과의원,치과의원,031-718-2803,13632,"경기도 성남시 분당구 미금일로 71 203호 (구미동, 하나빌딩)",
17802,하나치과의원,치과의원,031-752-2874,13372,경기도 성남시 중원구 둔촌대로 163 (성남동),
17803,하나치과의원,치과의원,031-459-3247,16053,"경기도 의왕시 원골로 12 (오전동, 도원빌딩)",
17804,하나치과의원,치과의원,031-317-4020,15002,경기도 시흥시 진말로 20 3층 301호 (장곡동),
17805,하나치과의원,치과의원,031-376-3803,18121,경기도 오산시 궐리사로 31 2층 (궐동),
17806,하나치과의원,치과의원,031-501-7580,15887,경기도 군포시 대야1로22번길 3 201호 (대야미동),
17807,하나치과의원,치과의원,031-595-8058,12174,경기도 남양주시 화도읍 비룡로 30 (화도읍),
17808,하나치과의원,치과의원,02-899-2275,14259,경기도 광명시 안재로16번길 32 (하안동),
17809,하나치과의원,치과의원,031-898-2816,16876,"경기도 용인시 수지구 죽전로 255 4층 403호 (죽전동, 유토피아)",
17810,하나치과의원,치과의원,032-548-2080,21120,인천광역시 계양구 계양대로 38 (작전동),
17811,하나치과의원,치과의원,033-243-3993,24304,강원도 춘천시 후석로 326 (후평동),
17812,하나치과의원,치과의원,033-745-2875,26434,강원도 원주시 무실로 164 (단계동),
17813,하나치과의원,치과의원,043-216-2275,28331,충청북도 청주시 청원구 율봉로176번길 8-2 성일빌딩 3층 (율량동),
17814,하나치과의원,치과의원,043-646-6606,27150,"충청북도 제천시 청전대로 216 (장락동, 재림빌딩302호)",
17815,하나치과의원,치과의원,041-669-7533,31909,"충청남도 서산시 대산읍 구진천로 11 (대호빌딩, 2층)",
17816,하나치과의원,치과의원,041-751-7522,32738,충청남도 금산군 금산읍 인삼로 65 (엔이씨티 303호),
17817,하나치과의원,치과의원,063-274-2483,54893,전라북도 전주시 덕진구 기린대로 471-2 (덕진동1가),
17818,하나치과의원,치과의원,063-548-2804,54379,전라북도 김제시 동서로 253 (요촌동),
17819,하나치과의원,치과의원,063-626-2870,55772,전라북도 남원시 용성로 114 (죽항동),
17820,하나치과의원,치과의원,063-536-2111,56163,전라북도 정읍시 중앙로 141-1 2층 (수성동),
17821,하나치과의원,치과의원,062-521-6222,61407,광주광역시 동구 갈마로 6 (산수동),
17822,하나치과의원,치과의원,062-261-2222,61192,광주광역시 북구 동문대로 125 1층 (우산동),
17823,하나치과의원,치과의원,061-472-0330,58401,전라남도 영암군 신북면 예향로 2540 (),
17824,하나치과의원,치과의원,053-815-7528,38657,경상북도 경산시 대학로 44 4층 (정평동),
17825,하나치과의원,치과의원,053-325-2119,41447,대구광역시 북구 칠곡중앙대로 419 6층 (관음동),
17826,하나치과의원,치과의원,054-452-4483,39222,경상북도 구미시 구미중앙로 96 (원평동),
17827,하나치과의원,치과의원,054-554-1111,36967,경상북도 문경시 중앙로 196 하나치과의원 1층 (흥덕동),
17828,하나치과의원,치과의원,055-266-2833,51495,"경상남도 창원시 성산구 원이대로 648 (상남동, 상남오피스텔)",
17829,하나치과의원,치과의원,055-367-7528,50553,경상남도 양산시 덕계로 99 (덕계동),
17830,하나치과의원,치과의원,055-324-2828,50926,경상남도 김해시 가락로 5 (부원동),
17831,하나치과의원,치과의원,055-755-7088,52727,경상남도 진주시 진주대로816번길 3 3층 (주약동),
17832,하나치과의원,치과의원,052-224-2826,44961,울산광역시 울주군 청량면 삼정로 92-12 (24-202 (쌍용하나빌리지상가)),
17833,하나치과의원,치과의원,052-243-7045,44722,울산광역시 남구 삼산로 130 3층 (달동),
17834,하나치과의원,치과의원,055-544-1900,51605,"경상남도 창원시 진해구 안골로 344 201호 (용원동, 용원마이다스빌딩)",
17835,하나치과의원,치과의원,055-835-1128,52539,경상남도 사천시 용현면 대밭담로 5-9 4층,
17836,하나치과의원,치과의원,055-533-4875,50317,경상남도 창녕군 창녕읍 명덕로 3-4 (창녕읍),
17837,하나큐치과의원,치과의원,033-256-1928,24256,강원도 춘천시 후석로 355 2층 (후평동),
17838,하나플란트 치과의원,치과의원,031-833-2804,11033,경기도 연천군 전곡읍 전곡로 162 2층,
17839,하나플란트치과의원,치과의원,043-237-3322,28399,충청북도 청주시 흥덕구 풍산로 26 3층 일부호 (가경동),
17840,하나플란트치과의원,치과의원,031-654-2804,17909,경기도 평택시 평택2로 6 (평택동),
17841,하나플란트치과의원,치과의원,031-867-2804,11346,"경기도 동두천시 지행로 65 4층 (지행동, 동현빌딩)",
17842,하나플란트치과의원,치과의원,031-354-2887,18600,경기도 화성시 향남읍 행정중앙2로 63-3 303호,
17843,하나화이트치과의원,치과의원,051-333-2875,46576,부산광역시 북구 만덕대로 8 2층 (덕천동),
17844,하남노블치과의원,치과의원,062-956-2872,62328,광주광역시 광산구 사암로 398 (월곡동),
17845,하남리더스치과의원,치과의원,031-795-7528,12978,경기도 하남시 신장로 133 2층 (덕풍동),
17846,하남본치과의원,치과의원,031-791-2899,12950,"경기도 하남시 대청로 15 212호213호 (신장동, 오피스텔트레벨)",http://www.hnbon.co.kr
17847,하남성심병원,종합병원,062-953-6000,62338,광주광역시 광산구 용아로 259  (산정동),http://www.sungshim.co.kr/
17848,하남세브란스치과의원,치과의원,031-791-6425,12968,"경기도 하남시 신장로 126 4층 (신장동, 하남빌딩)",
17849,하남스마트치과의원,치과의원,031-792-2825,12978,경기도 하남시 신평로 45 SN 타워 602호 (신장동),
17850,하남웰치과의원,치과의원,031-793-2876,12927,"경기도 하남시 덕풍동로 111-15 309호 (덕풍동, 리치플러스)",
17851,하남중앙치과의원,치과의원,031-795-7522,12970,경기도 하남시 신장로 160 2층 (덕풍동),
17852,하남치과의원,치과의원,062-953-3915,62346,"광주광역시 광산구 사암로 271 203호 (월곡동, 일신아파트상가)",
17853,하남퍼스트치과의원,치과의원,062-955-2877,62340,"광주광역시 광산구 목련로 42 (산정동,부영사랑으로상가 2층)",
17854,하남하트치과의원,치과의원,062-955-2875,62355,광주광역시 광산구 사암로216번길 24 2층 (우산동),
17855,하늘갤러리치과의원,치과의원,052-298-7222,44227,울산광역시 북구 호계로 300 3층 (호계동),http://www.eskygallery.com/
17856,하늘과 바람과 별과 치과의원,치과의원,062-674-2820,61754,광주광역시 남구 효천2로가길 11 3층 (임암동),
