조건별분석,,,,,,,,
[검색조건],,,,,,,,
,분류: 지상,,,,,,,
"		165",목포,2019.7.2,23,26.8,15:11,20.5,5:14,6.3
"		165",목포,2019.7.3,23,27.1,16:36,20.4,5:41,6.7
"		165",목포,2019.7.4,23.9,28.3,15:47,20.4,5:21,7.9
"		165",목포,2019.7.5,24.9,30.1,12:45,21.2,5:49,8.9
"		165",목포,2019.7.6,25.7,31.4,13:35,21.2,5:17,10.2
"		165",목포,2019.7.7,23.6,28.2,12:00,20.8,3:37,7.4
"		165",목포,2019.7.8,23.3,28,13:50,19.8,4:42,8.2
"		165",목포,2019.7.9,23,25.4,16:01,21,3:01,4.4
"		165",목포,2019.7.10,21.5,22.3,0:01,21,20:22,1.3
"		165",목포,2019.7.11,21.7,23.9,15:28,20.5,4:04,3.4
"		165",목포,2019.7.12,22.9,26.5,14:10,20,4:37,6.5
"		165",목포,2019.7.13,23.2,26.7,15:52,21.5,5:50,5.2
"		165",목포,2019.7.14,24.4,27.5,16:17,21.9,5:31,5.6
"		165",목포,2019.7.15,24.5,28,12:26,21.8,4:02,6.2
"		165",목포,2019.7.16,24.9,28.6,15:05,21.5,5:45,7.1
"		165",목포,2019.7.17,24.9,29.4,14:03,21.5,6:13,7.9
"		165",목포,2019.7.18,23.6,25.1,14:55,22,5:20,3.1
"		165",목포,2019.7.19,24.5,26.2,15:54,23.3,1:07,2.9
"		165",목포,2019.7.20,23.4,24.9,0:36,22.2,19:53,2.7
"		165",목포,2019.7.21,24.9,28,16:06,22.5,1:57,5.5
"		165",목포,2019.7.22,25.6,28.2,17:47,23.5,1:17,4.7
"		165",목포,2019.7.23,26.9,30.4,14:05,24.5,4:22,5.9
"		165",목포,2019.7.24,26.5,30.1,13:57,25.2,3:11,4.9
"		165",목포,2019.7.25,27.3,30.6,15:30,25.2,4:39,5.4
"		165",목포,2019.7.26,27.1,29.5,15:32,25.7,5:17,3.8
"		165",목포,2019.7.27,26.3,26.9,9:38,25.7,1:35,1.2
"		165",목포,2019.7.28,27.2,30.1,16:38,25.6,5:01,4.5
"		165",목포,2019.7.29,28,31.8,14:04,25.2,3:06,6.6
"		165",목포,2019.7.30,28.4,31.5,14:17,26.1,2:17,5.4
"		165",목포,2019.7.31,28.9,32.7,14:10,26.2,5:54,6.5
"		165",목포,2019.8.1,28.4,31.7,11:39,25.6,5:01,6.1
"		165",목포,2019.8.2,28.5,32.8,15:18,25,5:28,7.8
"		165",목포,2019.8.3,29.4,33.8,12:40,25.1,4:30,8.7
"		165",목포,2019.8.4,29,33.2,11:23,25.4,6:29,7.8
"		165",목포,2019.8.5,28.3,32.8,13:43,25.3,4:56,7.5
"		165",목포,2019.8.6,28.7,33.6,13:15,25.4,4:27,8.2
"		165",목포,2019.8.7,28.6,32.1,17:36,24.8,6:22,7.3
"		165",목포,2019.8.8,29.9,33.8,15:35,26.6,5:24,7.2
"		165",목포,2019.8.9,29.8,33.6,14:24,26.5,6:00,7.1
"		165",목포,2019.8.10,29.4,32.2,11:54,26.9,5:04,5.3
"		165",목포,2019.8.11,27.9,29.7,10:06,26.2,19:26,3.5
"		165",목포,2019.8.12,27.7,29.8,15:46,26.2,2:36,3.6
"		165",목포,2019.8.13,29.1,33.1,13:01,26.3,6:20,6.8
"		165",목포,2019.8.14,28.3,31.5,14:44,26.2,5:50,5.3
"		165",목포,2019.8.15,27.3,30,16:03,25.6,23:15,4.4
"		165",목포,2019.8.16,25.8,28,14:32,24.5,8:34,3.5
"		165",목포,2019.8.17,27,31.3,14:36,23.7,6:28,7.6
"		165",목포,2019.8.18,26.3,30.4,15:04,23.3,6:19,7.1
"		165",목포,2019.8.19,25.9,30.3,14:48,22,4:57,8.3
"		165",목포,2019.8.20,27.6,32.3,15:10,23.4,6:18,8.9
"		165",목포,2019.8.21,28,31,12:48,25.2,6:13,5.8
"		165",목포,2019.8.22,27.2,31.1,15:00,25.1,7:34,6
"		165",목포,2019.8.23,25.9,28.6,14:07,23.7,24:00:00,4.9
"		165",목포,2019.8.24,25,29.1,14:51,22.1,5:20,7
"		165",목포,2019.8.25,24.6,28.4,15:55,22.2,6:52,6.2
"		165",목포,2019.8.26,25.3,28.9,11:20,22.2,6:29,6.7
"		165",목포,2019.8.27,24.1,25.4,15:09,22.1,4:57,3.3
"		165",목포,2019.8.28,24.3,26.6,13:45,22.4,23:57,4.2
"		165",목포,2019.8.29,23.1,25.1,15:53,21.9,3:07,3.2
"		165",목포,2019.8.30,23.8,26.6,17:18,21.4,6:39,5.2
"		165",목포,2019.8.31,23.9,27.8,14:34,21.2,4:33,6.6
"		165",목포,2019.9.1,22.2,24,11:51,21,22:57,3
"		165",목포,2019.9.2,21.9,23.5,13:15,20.3,6:00,3.2
"		165",목포,2019.9.3,23.8,26.1,17:38,21.9,0:01,4.2
"		165",목포,2019.9.4,24.8,27.1,11:42,23,3:42,4.1
"		165",목포,2019.9.5,24.2,29.8,12:19,21.9,19:35,7.9
"		165",목포,2019.9.6,25.7,29,14:02,22.9,0:01,6.1
"		165",목포,2019.9.7,25,26.7,5:53,23.6,23:43,3.1
"		165",목포,2019.9.8,24.4,25.9,13:03,23.2,3:32,2.7
"		165",목포,2019.9.9,25,28.9,15:02,23,3:26,5.9
"		165",목포,2019.9.10,26.2,29.5,14:58,23.6,6:28,5.9
"		165",목포,2019.9.11,25.1,27.8,14:24,23.3,21:02,4.5
"		165",목포,2019.9.12,24,25.9,15:26,21.5,23:45,4.4
"		165",목포,2019.9.13,23.7,28.3,15:42,20.5,7:13,7.8
"		165",목포,2019.9.14,24.2,27.9,14:06,21.2,6:33,6.7
"		165",목포,2019.9.15,24.1,28.1,14:19,22.3,21:44,5.8
"		165",목포,2019.9.16,23.9,27.6,13:29,21.7,7:00,5.9
"		165",목포,2019.9.17,23.8,28.3,13:30,20.5,23:59,7.8
"		165",목포,2019.9.18,21.6,26.2,12:38,17.5,23:57,8.7
"		165",목포,2019.9.19,20.3,25.7,14:29,14.8,6:35,10.9
"		165",목포,2019.9.20,21.8,26.9,14:37,17.5,5:15,9.4
"		165",목포,2019.9.21,18.4,21.2,0:01,17,19:14,4.2
"		165",목포,2019.9.22,18.6,20.8,17:04,17.2,1:40,3.6
"		165",목포,2019.9.23,19.6,23.3,14:15,16.9,23:38,6.4
"		165",목포,2019.9.24,19.3,24.1,13:44,15,6:44,9.1
"		165",목포,2019.9.25,20.2,25.2,14:10,15.5,6:44,9.7
"		165",목포,2019.9.26,22,26.6,12:56,17.6,6:33,9
"		165",목포,2019.9.27,23.6,28.8,13:10,19.6,6:05,9.2
"		165",목포,2019.9.28,23.7,27.8,13:51,21.8,0:44,6
"		165",목포,2019.9.29,22.7,26.6,13:39,19.9,23:53,6.7
"		165",목포,2019.9.30,22.4,27.4,14:55,18.5,6:39,8.9
"		165",목포,2019.10.1,21.3,22,8:05,20.4,20:25,1.6
"		165",목포,2019.10.2,21.5,23.5,15:34,19.6,5:50,3.9
"		165",목포,2019.10.3,21.8,24,14:18,20.4,5:37,3.6
"		165",목포,2019.10.4,21.8,26.1,14:41,19.4,6:50,6.7
"		165",목포,2019.10.5,18.2,20.2,0:01,15.1,23:38,5.1
"		165",목포,2019.10.6,19.5,24.3,12:45,14.7,1:30,9.6
"		165",목포,2019.10.7,17.7,19,0:26,17,22:01,2
"		165",목포,2019.10.8,17.5,21.9,13:16,14.1,23:51,7.8
"		165",목포,2019.10.9,15.1,20.1,13:49,10.5,7:05,9.6
"		165",목포,2019.10.10,16.9,22.5,15:30,11.1,5:40,11.4
"		165",목포,2019.10.11,18.7,23.7,14:21,14.6,6:21,9.1
"		165",목포,2019.10.12,19.5,24.8,14:25,15.4,6:53,9.4
"		165",목포,2019.10.13,18.6,24.1,15:30,13.8,6:55,10.3
"		165",목포,2019.10.14,15.7,20.1,10:29,12.6,23:59,7.5
"		165",목포,2019.10.15,14.3,18.4,15:14,10.7,6:37,7.7
"		165",목포,2019.10.16,15.8,20.5,13:56,11.2,6:45,9.3
"		165",목포,2019.10.17,15.9,19.2,16:13,12.8,6:03,6.4
"		165",목포,2019.10.18,17.3,20.5,14:02,14.6,6:15,5.9
"		165",목포,2019.10.19,17.7,21.5,13:45,15.4,6:51,6.1
"		165",목포,2019.10.20,17.4,22.5,14:29,14.4,6:06,8.1
"		165",목포,2019.10.21,17.3,22.6,14:52,12.8,7:05,9.8
"		165",목포,2019.10.22,17.8,23.1,13:47,13,6:23,10.1
"		165",목포,2019.10.23,17.9,20.4,14:47,16.1,2:04,4.3
"		165",목포,2019.10.24,18.2,23.8,15:27,15.3,4:38,8.5
"		165",목포,2019.10.25,17.8,21.8,14:32,14.2,6:48,7.6
"		165",목포,2019.10.26,13.8,16.7,0:01,12.6,20:32,4.1
"		165",목포,2019.10.27,13.3,16.7,13:58,10.5,23:53,6.2
"		165",목포,2019.10.28,13.8,19.4,14:30,7.7,6:31,11.7
"		165",목포,2019.10.29,15.4,18.2,14:08,13.1,23:59,5.1
"		165",목포,2019.10.30,14.1,18.7,12:49,11.3,7:20,7.4
"		165",목포,2019.10.31,15.1,20.7,13:07,8.8,6:54,11.9
"		165",목포,2019.11.1,15.4,22,13:00,12.3,23:51,9.7
"		165",목포,2019.11.2,15.1,20.4,14:57,10.1,7:10,10.3
"		165",목포,2019.11.3,14.4,17.5,13:53,12.3,23:46,5.2
"		165",목포,2019.11.4,13.2,17.9,13:22,9.6,7:01,8.3
"		165",목포,2019.11.5,12.8,17.1,13:44,9.5,6:49,7.6
"		165",목포,2019.11.6,13,16.9,15:00,8.9,7:30,8
"		165",목포,2019.11.7,12.4,15.2,11:49,9.9,21:45,5.3
"		165",목포,2019.11.8,9,11.6,13:25,6,7:19,5.6
"		165",목포,2019.11.9,10.1,14.2,14:37,6.7,3:44,7.5
"		165",목포,2019.11.10,10.8,15.5,19:02,6.2,6:53,9.3
"		165",목포,2019.11.11,13,15.5,13:04,11,0:17,4.5
"		165",목포,2019.11.12,11,14.2,13:38,7.9,7:11,6.3
"		165",목포,2019.11.13,10.4,14.2,18:05,6.4,5:08,7.8
"		165",목포,2019.11.14,5.6,9.7,0:01,3.1,23:56,6.6
"		165",목포,2019.11.15,9.1,15.2,13:29,1.7,5:59,13.5
"		165",목포,2019.11.16,13.4,18.3,14:19,8.7,4:02,9.6
"		165",목포,2019.11.17,16.6,19.9,14:58,11.8,1:40,8.1
"		165",목포,2019.11.18,9.3,18.9,0:01,5.8,22:34,13.1
"		165",목포,2019.11.19,6.8,8,13:39,5.3,11:00,2.7
"		165",목포,2019.11.20,4.6,7.1,14:23,2.1,7:27,5
"		165",목포,2019.11.21,7.3,13,14:28,0,6:00,13
"		165",목포,2019.11.22,12.8,18,15:23,8.8,6:14,9.2
"		165",목포,2019.11.23,13.9,19.1,14:41,9.5,7:13,9.6
"		165",목포,2019.11.24,13.4,18.2,12:32,9.2,23:56,9
"		165",목포,2019.11.25,5.1,9.2,0:01,3.5,23:53,5.7
"		165",목포,2019.11.26,7.3,9.9,15:01,3.2,1:17,6.7
"		165",목포,2019.11.27,6.8,9.6,1:21,4.1,23:55,5.5
"		165",목포,2019.11.28,5.2,7.9,14:14,1.6,7:05,6.3
"		165",목포,2019.11.29,4.6,7.3,14:05,2.1,23:40,5.2
"		165",목포,2019.11.30,6.1,11.4,14:10,-0.2,6:17,11.6
"		165",목포,2019.12.1,6,7.4,0:01,4.9,13:43,2.5
"		165",목포,2019.12.2,5.3,7.1,2:18,3.3,14:12,3.8
"		165",목포,2019.12.3,5.3,7.4,12:50,2.6,8:32,4.8
"		165",목포,2019.12.4,6.6,9.8,14:59,4.2,4:10,5.6
"		165",목포,2019.12.5,2.3,5.6,0:10,0.3,23:51,5.3
"		165",목포,2019.12.6,-1.3,1.6,14:40,-4.1,7:51,5.7
"		165",목포,2019.12.7,2.5,6.1,15:21,-3.4,7:41,9.5
"		165",목포,2019.12.8,4.4,6.5,13:44,1.9,23:46,4.6
"		165",목포,2019.12.9,5.3,11.1,14:25,-0.7,6:49,11.8
"		165",목포,2019.12.10,10,15.1,14:27,5.7,7:53,9.4
"		165",목포,2019.12.11,8.6,13.7,11:54,5.6,23:40,8.1
"		165",목포,2019.12.12,4.1,5.9,2:20,1.4,23:56,4.5
"		165",목포,2019.12.13,3.2,7.9,16:02,-1.5,7:44,9.4
"		165",목포,2019.12.14,5.3,7.6,5:27,2.4,23:30,5.2
"		165",목포,2019.12.15,7.6,14.7,14:03,1.6,4:08,13.1
"		165",목포,2019.12.16,10.7,14.9,15:26,7.7,2:50,7.2
"		165",목포,2019.12.17,9.3,11.4,13:17,7.6,23:58,3.8
"		165",목포,2019.12.18,5.2,7.6,0:01,3.6,21:25,4
"		165",목포,2019.12.19,3.6,5.1,14:21,2,6:42,3.1
"		165",목포,2019.12.20,3.3,5.7,14:22,1.1,4:06,4.6
"		165",목포,2019.12.21,2.4,4.8,16:21,-0.2,6:39,5
"		165",목포,2019.12.22,5.8,9.8,13:19,2.7,0:01,7.1
"		165",목포,2019.12.23,5.6,8.6,13:58,3,2:05,5.6
"		165",목포,2019.12.24,4,7.9,15:24,2,6:29,5.9
"		165",목포,2019.12.25,5.4,10.2,14:33,0.7,6:35,9.5
"		165",목포,2019.12.26,4.9,6.5,0:40,3.1,23:23,3.4
"		165",목포,2019.12.27,3,4.6,12:21,1.3,22:32,3.3
"		165",목포,2019.12.28,3.1,7.7,15:37,-1.2,7:55,8.9
"		165",목포,2019.12.29,4.6,7.2,23:56,2.1,0:16,5.1
"		165",목포,2019.12.30,6.4,9.7,13:39,0.8,23:56,8.9
"		165",목포,2019.12.31,-2,0.8,0:01,-3,20:16,3.8
"		165",목포,2020.1.1,-0.3,3.2,15:00,-4.5,6:22,7.7
"		165",목포,2020.1.2,2.6,6.3,15:14,-1,5:05,7.3
"		165",목포,2020.1.3,3.9,6.7,13:21,1.9,23:48,4.8
"		165",목포,2020.1.4,3,7,15:19,-0.3,5:00,7.3
"		165",목포,2020.1.5,3.8,7.2,14:49,-0.8,7:23,8
"		165",목포,2020.1.6,7.5,9.6,18:53,4.6,7:56,5
"		165",목포,2020.1.7,13,16.2,18:27,8.4,23:46,7.8
"		165",목포,2020.1.8,4.2,8.3,0:01,3.5,21:42,4.8
"		165",목포,2020.1.9,3.2,4,12:14,2.6,20:46,1.4
"		165",목포,2020.1.10,1.5,4.9,14:16,-1,7:31,5.9
"		165",목포,2020.1.11,3.1,6.1,13:49,0.5,7:09,5.6
"		165",목포,2020.1.12,3.3,4.1,14:11,2.6,0:01,1.5
"		165",목포,2020.1.13,2.1,3.9,13:01,-0.3,24:00:00,4.2
"		165",목포,2020.1.14,1.1,4,14:51,-0.5,3:29,4.5
"		165",목포,2020.1.15,0.3,3.1,14:00,-1.5,3:41,4.6
"		165",목포,2020.1.16,1.1,3.6,13:29,-1.2,3:34,4.8
"		165",목포,2020.1.17,1.5,4.2,14:14,-0.6,7:26,4.8
"		165",목포,2020.1.18,1.8,4.7,14:07,-1.2,6:43,5.9
"		165",목포,2020.1.19,3.4,7.3,14:54,0.9,3:19,6.4
"		165",목포,2020.1.20,4,6.1,13:39,2.3,23:51,3.8
"		165",목포,2020.1.21,2.2,6.1,14:24,-2.4,7:42,8.5
"		165",목포,2020.1.22,4.9,6.2,18:24,3,0:01,3.2
"		165",목포,2020.1.23,5,7.4,15:01,3.2,8:13,4.2
"		165",목포,2020.1.24,4.2,6.5,14:15,2.1,7:38,4.4
"		165",목포,2020.1.25,4.4,6.4,14:31,2.8,7:00,3.6
"		165",목포,2020.1.26,5.7,8.3,22:19,2.5,8:20,5.8
"		165",목포,2020.1.27,4.4,7.6,0:01,3.1,22:27,4.5
"		165",목포,2020.1.28,4.4,6.8,16:41,2.8,6:49,4
"		165",목포,2020.1.29,5.5,7.1,13:18,4.4,23:11,2.7
"		165",목포,2020.1.30,4.7,6.2,14:10,3.8,7:56,2.4
"		165",목포,2020.1.31,3.3,4.8,11:46,1.7,23:53,3.1
"		165",목포,2020.2.1,3.7,7.6,14:33,-0.3,4:59,7.9
"		165",목포,2020.2.2,3,5.7,14:22,1,7:31,4.7
"		165",목포,2020.2.3,1.6,4,14:10,-0.9,22:58,4.9
"		165",목포,2020.2.4,0.4,4.1,15:27,-3.1,6:30,7.2
"		165",목포,2020.2.5,-2.5,1.5,1:19,-4.4,23:57,5.9
"		165",목포,2020.2.6,-3.9,-1.6,14:18,-7.2,6:29,5.6
"		165",목포,2020.2.7,-0.5,2,15:20,-4,8:07,6
"		165",목포,2020.2.8,2.2,3.9,9:36,0.3,21:50,3.6
"		165",목포,2020.2.9,1.8,5.1,15:18,-0.3,7:59,5.4
"		165",목포,2020.2.10,4.9,10.6,14:38,0.8,0:01,9.8
"		165",목포,2020.2.11,6.7,11.8,14:28,0.1,7:01,11.7
"		165",목포,2020.2.12,9.1,11.4,12:44,7.6,22:41,3.8
"		165",목포,2020.2.13,6.5,7.9,1:06,4.1,23:37,3.8
"		165",목포,2020.2.14,7.6,14,16:10,3.9,7:38,10.1
"		165",목포,2020.2.15,9.6,15.7,12:40,4.4,23:56,11.3
"		165",목포,2020.2.16,0.7,4.4,0:01,-2.1,18:06,6.5
"		165",목포,2020.2.17,-2,-0.8,12:16,-3.8,19:00,3
"		165",목포,2020.2.18,0.5,2.5,14:32,-2.8,0:25,5.3
"		165",목포,2020.2.19,2.9,7.6,14:58,-2.4,4:46,10
"		165",목포,2020.2.20,5.1,9.9,14:21,1.3,7:22,8.6
"		165",목포,2020.2.21,8.5,15,15:00,2.1,6:45,12.9
"		165",목포,2020.2.22,6.2,9.2,2:21,3.4,23:45,5.8
"		165",목포,2020.2.23,3.8,7.6,15:03,1,7:47,6.6
"		165",목포,2020.2.24,8.1,13.2,14:17,0.5,4:35,12.7
"		165",목포,2020.2.25,11.2,15.2,9:54,6.9,23:01,8.3
"		165",목포,2020.2.26,6.6,11.4,13:05,3,23:31,8.4
"		165",목포,2020.2.27,5.6,10,13:42,2.7,7:33,7.3
"		165",목포,2020.2.28,6.3,7.8,10:40,4.5,1:13,3.3
"		165",목포,2020.2.29,7,10.5,17:15,4.7,23:54,5.8
"		165",목포,2020.3.1,5.5,7.7,13:35,3.9,2:18,3.8
"		165",목포,2020.3.2,4,5.6,13:48,2,23:45,3.6
"		165",목포,2020.3.3,5.2,10.4,15:30,0.9,3:39,9.5
"		165",목포,2020.3.4,3.9,5.9,11:58,1.4,23:17,4.5
"		165",목포,2020.3.5,2.2,4.7,14:00,-0.4,23:31,5.1
"		165",목포,2020.3.6,3.3,9.3,15:46,-2.4,7:14,11.7
"		165",목포,2020.3.7,5.3,8.3,16:56,3,2:22,5.3
"		165",목포,2020.3.8,7.1,13.3,15:02,0.8,7:11,12.5
"		165",목포,2020.3.9,8.3,12.2,15:55,5.5,5:38,6.7
"		165",목포,2020.3.10,5.6,7.3,0:01,4.2,22:11,3.1
"		165",목포,2020.3.11,4.6,7,14:55,2.1,23:45,4.9
"		165",목포,2020.3.12,6.3,11.9,15:37,-0.5,6:58,12.4
"		165",목포,2020.3.13,5.6,9.8,12:19,2.6,23:38,7.2
"		165",목포,2020.3.14,5.1,7.9,17:11,2.1,7:42,5.8
"		165",목포,2020.3.15,6.3,10.8,11:08,2.3,24:00:00,8.5
"		165",목포,2020.3.16,4.3,8.3,15:00,1.1,7:13,7.2
"		165",목포,2020.3.17,8.3,13.7,14:43,2.2,4:19,11.5
"		165",목포,2020.3.18,10.8,17.5,15:26,4.9,6:01,12.6
"		165",목포,2020.3.19,9.3,12.7,8:08,6.2,22:41,6.5
"		165",목포,2020.3.20,8.9,12.7,16:03,4.4,6:40,8.3
"		165",목포,2020.3.21,13.2,19.3,14:01,8.1,3:17,11.2
"		165",목포,2020.3.22,10.1,13.8,13:11,7.2,23:52,6.6
"		165",목포,2020.3.23,8.6,13.6,14:35,5.3,6:40,8.3
"		165",목포,2020.3.24,9,14.6,14:42,4.8,5:59,9.8
"		165",목포,2020.3.25,13,18.9,14:58,6.1,4:29,12.8
"		165",목포,2020.3.26,14,16.3,16:47,11.7,4:14,4.6
"		165",목포,2020.3.27,8.4,15.1,0:01,5.4,20:51,9.7
"		165",목포,2020.3.28,6.5,7.6,14:04,4.8,23:56,2.8
"		165",목포,2020.3.29,7.5,12.6,13:04,2.9,5:55,9.7
"		165",목포,2020.3.30,9.7,14.6,13:38,6.3,23:52,8.3
"		165",목포,2020.3.31,9.6,15.6,13:35,5,6:12,10.6
"		165",목포,2020.4.1,9.1,12.9,12:24,7.1,20:41,5.8
"		165",목포,2020.4.2,9.6,14.8,14:58,6.2,6:23,8.6
"		165",목포,2020.4.3,9.1,14.5,13:38,5.2,4:28,9.3
"		165",목포,2020.4.4,7.9,13,11:36,5.3,5:05,7.7
"		165",목포,2020.4.5,6.6,9.3,12:28,4.3,23:50,5
"		165",목포,2020.4.6,7.9,13.6,14:31,2.5,5:25,11.1
"		165",목포,2020.4.7,10.2,14.4,13:06,6.1,5:51,8.3
"		165",목포,2020.4.8,9.2,12.7,14:06,6.6,23:41,6.1
"		165",목포,2020.4.9,8.5,12.3,12:11,5.4,5:18,6.9
"		165",목포,2020.4.10,9.6,13.8,13:30,7.4,4:51,6.4
"		165",목포,2020.4.11,6.7,7.9,1:03,5.7,19:43,2.2
"		165",목포,2020.4.12,8.2,13.1,14:22,5,5:26,8.1
"		165",목포,2020.4.13,8.4,11.1,15:32,5.7,6:34,5.4
"		165",목포,2020.4.14,10.9,17.3,15:32,6,5:49,11.3
"		165",목포,2020.4.15,10.9,16.2,15:58,6.9,6:37,9.3
"		165",목포,2020.4.16,13,19.6,14:07,6.2,4:37,13.4
"		165",목포,2020.4.17,12.7,17.5,15:46,9.1,23:44,8.4
"		165",목포,2020.4.18,10.1,12.4,15:36,8.4,23:33,4
"		165",목포,2020.4.19,10.7,13.2,8:13,8.4,0:20,4.8
"		165",목포,2020.4.20,11,14.1,14:49,9.3,4:55,4.8
"		165",목포,2020.4.21,9.4,12,13:41,6.9,23:05,5.1
"		165",목포,2020.4.22,8.4,10.6,14:05,6.3,23:46,4.3
"		165",목포,2020.4.23,8.9,12,13:59,6.1,1:49,5.9
"		165",목포,2020.4.24,10.5,13.9,16:04,7.2,3:30,6.7
"		165",목포,2020.4.25,13.5,19,13:46,8.7,23:55,10.3
"		165",목포,2020.4.26,11.6,15.4,11:57,7.6,5:21,7.8
"		165",목포,2020.4.27,11.4,16.4,14:05,7.8,5:49,8.6
"		165",목포,2020.4.28,12.4,17.7,14:27,7.5,6:01,10.2
"		165",목포,2020.4.29,13.9,19.1,14:00,8.9,4:38,10.2
"		165",목포,2020.4.30,17.3,22.1,12:54,10.7,2:32,11.4
"		165",목포,2020.5.1,19.9,24.3,13:34,17.2,5:24,7.1
"		165",목포,2020.5.2,18.9,21.4,11:04,16.5,5:23,4.9
"		165",목포,2020.5.3,17.8,20.3,14:38,16.6,3:14,3.7
"		165",목포,2020.5.4,16,21.3,13:15,11.7,23:19,9.6
"		165",목포,2020.5.5,15.5,19.7,11:29,11.1,3:59,8.6
"		165",목포,2020.5.6,18.3,23.6,13:56,14.8,4:44,8.8
"		165",목포,2020.5.7,18,23.3,14:01,13.7,6:09,9.6
"		165",목포,2020.5.8,17.9,22.1,13:13,12.1,5:20,10
"		165",목포,2020.5.9,14.6,18.2,0:02,11.4,19:58,6.8
"		165",목포,2020.5.10,12.7,14.9,15:29,11.4,6:29,3.5
"		165",목포,2020.5.11,14.9,19.7,17:15,11.8,5:39,7.9
"		165",목포,2020.5.12,15,19.5,13:29,12,5:45,7.5
"		165",목포,2020.5.13,16.1,20,16:13,12,5:02,8
"		165",목포,2020.5.14,19,24.7,14:24,12.8,5:29,11.9
"		165",목포,2020.5.15,18.1,19.5,2:42,16.5,7:04,3
"		165",목포,2020.5.16,15.9,17.6,15:44,14.2,21:21,3.4
"		165",목포,2020.5.17,17.7,23.3,16:15,13.7,2:21,9.6
"		165",목포,2020.5.18,18.3,23.5,13:22,13.6,23:19,9.9
"		165",목포,2020.5.19,13.9,15.6,12:18,12.6,23:02,3
"		165",목포,2020.5.20,15.3,19.7,13:54,12.2,5:32,7.5
"		165",목포,2020.5.21,16.9,22.4,13:12,11.9,5:10,10.5
"		165",목포,2020.5.22,18.4,23.3,14:54,13.5,5:23,9.8
"		165",목포,2020.5.23,18.9,23.4,16:30,14.5,3:54,8.9
"		165",목포,2020.5.24,17.8,22,9:39,14.5,23:43,7.5
"		165",목포,2020.5.25,16.4,19.5,15:44,14.2,1:50,5.3
"		165",목포,2020.5.26,17.6,21.7,13:34,14.9,1:45,6.8
"		165",목포,2020.5.27,18.1,22.5,14:22,15.2,23:30,7.3
"		165",목포,2020.5.28,17.3,21.8,12:43,14,4:14,7.8
"		165",목포,2020.5.29,18.9,22.7,14:49,14.9,0:52,7.8
"		165",목포,2020.5.30,21,25.1,15:55,17.8,5:50,7.3
"		165",목포,2020.5.31,19,20.6,13:36,17,6:36,3.6
"		165",목포,2020.6.1,19.1,22.4,13:51,16.6,23:41,5.8
"		165",목포,2020.6.2,19.8,25.5,15:03,15.2,5:28,10.3
"		165",목포,2020.6.3,21.2,24.4,16:26,18.8,3:15,5.6
"		165",목포,2020.6.4,21.9,26.1,14:58,18.9,5:45,7.2
"		165",목포,2020.6.5,21.5,26.6,14:58,18.8,6:31,7.8
"		165",목포,2020.6.6,21.9,26.6,12:54,19.2,3:35,7.4
"		165",목포,2020.6.7,22.4,26.4,14:28,19.3,5:31,7.1
"		165",목포,2020.6.8,24.6,31.1,14:56,18.8,4:42,12.3
"		165",목포,2020.6.9,25.8,30.9,14:07,19.8,5:21,11.1
"		165",목포,2020.6.10,24.7,29.4,11:33,21.7,16:58,7.7
"		165",목포,2020.6.11,23.7,27.3,16:56,21.8,7:46,5.5
"		165",목포,2020.6.12,22.7,26.2,15:07,21,9:34,5.2
"		165",목포,2020.6.13,23.1,24.6,13:55,21.8,2:45,2.8
"		165",목포,2020.6.14,22.1,24.8,16:35,20.2,24:00:00,4.6
"		165",목포,2020.6.15,21.8,25.5,15:56,19,5:31,6.5
"		165",목포,2020.6.16,22.7,27.5,16:34,19.7,5:34,7.8
"		165",목포,2020.6.17,21.1,24.8,13:45,17.7,23:53,7.1
"		165",목포,2020.6.18,18.4,19.1,18:41,17.6,0:19,1.5
"		165",목포,2020.6.19,20.9,24,16:02,17.6,5:49,6.4
"		165",목포,2020.6.20,22.2,26.3,15:04,19.5,5:06,6.8
"		165",목포,2020.6.21,22.8,27.1,13:33,19.8,4:28,7.3
"		165",목포,2020.6.22,22.6,28.2,14:30,19.3,4:51,8.9
"		165",목포,2020.6.23,24.4,29.5,14:31,19.4,4:08,10.1
"		165",목포,2020.6.24,23,24.4,0:01,21.8,12:00,2.6
"		165",목포,2020.6.25,21.8,23.6,13:57,20.1,23:55,3.5
"		165",목포,2020.6.26,22.5,26.3,16:06,19.6,2:36,6.7
"		165",목포,2020.6.27,23.7,28.4,14:52,19.8,4:37,8.6
"		165",목포,2020.6.28,22.2,25.4,13:24,20.6,23:31,4.8
"		165",목포,2020.6.29,20.9,23.1,22:03,19.3,4:01,3.8
"		165",목포,2020.6.30,20.1,21.9,13:46,18.3,21:45,3.6
"		165",목포,2020.7.1,21.8,25.7,16:01,18.9,5:15,6.8
"		165",목포,2020.7.2,23,27.4,15:28,19.3,5:31,8.1
"		165",목포,2020.7.3,20.3,22.4,0:01,18.5,23:56,3.9
"		165",목포,2020.7.4,20,21.5,15:00,18.3,1:44,3.2
"		165",목포,2020.7.5,22.2,25.1,16:08,19.4,5:13,5.7
"		165",목포,2020.7.6,22.7,24.6,17:47,20.4,5:17,4.2
"		165",목포,2020.7.7,23.3,27.8,15:43,20.8,5:53,7
"		165",목포,2020.7.8,23.2,26,13:55,21,0:56,5
